"id","name","code","createdAt","updatedAt"
"53dd72d5-a3b8-407e-8907-631c6271cac8",Inupiak,ik,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"98f8224f-6c41-420f-813a-35a3ccb78963",Indonesian,in,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"4318cce3-4522-49ac-ad4b-1d64a437847f",Icelandic,is,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"2b673211-1006-479e-8bc4-bbc6f606a6da",Italian,it,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e5270fcb-ab85-40fc-b189-c1ac63770e57,Hebrew,iw,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"3702e41f-20c3-423c-9549-2cac7abda3d3",Japanese,ja,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
fb10474e-d459-4bc0-82be-5a51210dba9c,Yiddish,ji,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"1c51c1fb-3f92-4580-a19c-80352afceaca",Javanese,jw,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"191ab9e8-bba4-49fb-a71e-4be1ebcef01e",Georgian,ka,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"491b8bc8-fc0d-4d41-94f5-ca1ce75c692c",Kazakh,kk,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
d050ceee-a228-43c7-9823-33d22124ae4f,Greenlandic,kl,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
b78352a9-8d3f-4839-b342-96dba8cd6b83,Cambodian,km,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e233f8a8-a095-435e-ad0b-98ba1110bb5c,Kannada,kn,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"5189e8c4-6cf9-469e-a921-ae484ef70119",Korean,ko,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"880d96d8-c69e-4d93-a1b2-cf7f3cb46fa4",Kashmiri,ks,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
edc74dc5-0b4b-4b71-a3e2-e3acf52a2276,Kurdish,ku,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"13dc5853-cada-40fc-9f4f-b222ad281748",Kirghiz,ky,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
a929eda4-efb3-4c22-8e85-eda62f375279,Latin,la,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"13e5da5d-a06d-466b-a740-e605df6390bf",Lingala,ln,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"9e350b33-4075-491f-853f-020ffe76d335",Laothian,lo,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"3eef7141-489e-41b8-9573-0c168d42d48c",Lithuanian,lt,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"7b295a53-82c6-4ddb-ac88-5ffde2cb8b1c",Latvian/Lettish,lv,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"249bf25b-acbe-4ba8-bee0-44a4ae531bd9",Malagasy,mg,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"56d4af6c-b692-43b1-8928-0135bee25a74",Maori,mi,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"9d084f8f-8137-4526-afde-325111aed85b",Macedonian,mk,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"6339b591-2e3b-4c5c-b09d-a6131e4a4faf",Malayalam,ml,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
df20fdee-dbfc-475c-8aab-324876fb67d6,Mongolian,mn,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
dd17e07c-2fe2-4513-b01c-8a0c7af7c2e6,Moldavian,mo,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"9d1f60d9-aefb-4795-9089-73fb55fc79b8",Marathi,mr,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
c9cb85a1-aff0-4b41-8c20-37cfd4eb606f,Malay,ms,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e88b552a-7e81-42d3-ad8c-6111eeeeee7f,Maltese,mt,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
c94532a6-7dc8-4998-a550-34ba29c5dda0,Burmese,my,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"3f1e776d-376c-40e6-9864-7caddd34c332",Nauru,na,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
a304f192-96cb-45da-b08c-6f07d1e6af5d,Nepali,ne,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"3ac4b2ad-38e3-47fc-85d2-d5c9c4c5e906",Norwegian,no,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"10167af7-7c3d-4a22-bc1f-ec8313518afc",Occitan,oc,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"23cbadb6-db51-435d-b773-4849e2e1e5d9",(Afan)/Oromoor/Oriya,om,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"6924bd66-fde0-4161-a371-8b47720f5a5a",Punjabi,pa,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
f6f7ec80-9f85-4f10-b05d-d5aac75cfd31,Polish,pl,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"99923e72-ef54-451b-9fca-a6786e1506c7",Pashto/Pushto,ps,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"0a8c7091-66ca-4a6d-ab9e-efa4ee5c9767",Portuguese,pt,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"4eb6a60c-d5ca-42a7-b7f5-8222a613627c",Quechua,qu,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
d0bc5c51-bc56-4b44-b4bc-32a640327853,Rhaeto-Romance,rm,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e835b16e-e9bd-4031-a936-2038e2b859ae,Kirundi,rn,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"61a637b0-70f9-4a93-b42c-ac7c1c9f594b",Romanian,ro,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"943450df-59c5-4521-b1c4-8ea8a4b4760e",Russian,ru,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
d988940d-1919-4082-a5c5-05140f26c6bb,Kinyarwanda,rw,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"31fabac0-b857-4e39-93d3-6a49b367bcbb",Sanskrit,sa,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"1864d10f-bc49-4e07-9b21-b849aa73fa0c",Sindhi,sd,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"2c8bf418-e60f-4edd-a7cd-b680624b37e8",Sangro,sg,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
d1236d61-d860-4d20-90bb-fa90bca33909,Serbo-Croatian,sh,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"2db02bdb-25c1-4be0-b1fc-0d59ee4a15a2",Singhalese,si,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"9ce3b40f-7f03-40cf-96a5-6210ae756be6",Slovak,sk,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"18b2e1b7-97ed-4927-bb0c-f869ada7714c",Slovenian,sl,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"259ae559-647a-465e-b92e-c169b7e655fe",Samoan,sm,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
a9cfb28c-f617-4972-b259-7317d41ee71a,Shona,sn,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"1ad311b8-3cb5-468f-a904-f61050091c44",Somali,so,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
cdb672a7-79de-4236-acb2-e89fcb6b24c0,Albanian,sq,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"79b80119-e4ea-4e55-8273-e79b9fef7b92",Serbian,sr,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
a5d70e28-5310-4ee8-ae30-a84b19c39650,Siswati,ss,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"001402c2-590b-47bb-a2ce-0c371a54e210",Sesotho,st,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
a6cc6868-2066-43c0-b520-9e816a86cae5,Sundanese,su,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
ee6c9124-e705-4967-8274-6b97d6f12d4c,Swedish,sv,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
deac5179-e713-49c2-b2c8-cfd9f8407767,Swahili,sw,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
c5035fde-e7a0-4113-8c03-33400cb47589,Tamil,ta,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
b17eba70-3db8-4d0b-95ee-aee077a6a791,Telugu,te,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
f5d87a9d-0151-4d51-aa7a-bca915a494d0,Tajik,tg,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"3b1e10a6-670a-4300-9341-ea4e78b338c4",Thai,th,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"55131028-3e73-4fd2-91de-fdef7d778a69",Tigrinya,ti,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
ba9bb82e-15c7-4f8b-bf83-ba4813555c6b,Turkmen,tk,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"282fdf4d-8e78-4ac2-98a8-4f4f408716d8",Tagalog,tl,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e9792504-39ce-411f-b192-0a8d09d9e70b,Setswana,tn,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"1cc808d4-2e33-4c05-93e0-8241d93134af",Tonga,to,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"786accc8-c314-4d71-b93e-9b05bd55ac90",Turkish,tr,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
f8300a0c-de51-44ba-897e-ea267bd7c1e7,Tsonga,ts,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"0ddf2ed7-0eda-4c08-bc80-e5d088a7b76d",Tatar,tt,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"7b8361fb-db4e-48ba-8e36-cd711922cab5",Twi,tw,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e8080019-0d89-4cf5-9580-16236aad1537,Ukrainian,uk,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"53a985e7-08e7-4dd7-950f-51d217928497",Urdu,ur,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"7c32f86d-a55f-4deb-964b-849f9c2b94a0",Uzbek,uz,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
ffa94495-c9f5-438e-9627-3b1c903ba245,Vietnamese,vi,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"7e53023b-32c9-4c58-b13c-d3f64b9cb150",Volapuk,vo,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"1b59a136-104a-4d13-837e-5a356ded39eb",Wolof,wo,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
e7ba6f98-4fd4-45eb-8daa-33db8d9718ff,Xhosa,xh,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
c5714f59-6b14-4829-a42a-0c117b3865e5,Yoruba,yo,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
ed5cbfdb-5a46-45ca-9697-680f20c75cf5,Chinese,zh,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
"050ed1b6-717a-4ad1-9953-15c0ccf9d371",Zulu,zu,2023-03-24 18:03:29.245,2023-03-24 18:03:29.245
