"id","answerText","isOriginalAnswer","languageId","answerId","createdAt","updatedAt"
e2be357f-f582-4f00-ad90-9ee6515d9dff,"For the wedding, she or he could choose the person who they loved and their parents also could choose the partner for them instead of choosing by themselves. If he crushed on and wanted to marry her, his parents went and talked with her and her parents but they could reject it if she didn't love him. Sometimes, they  had to marry to the person who they didn't love and some couples didn't even love each other even though they had to marry because of their old believing and they rarely rejected it.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","994216b4-1b02-4fbe-a72d-ab9fbc99d636",2023-03-24 18:03:29.795,2023-03-24 18:03:29.795
"5dc1ab23-ce65-4a7f-bf5e-6faabc12ed59","For the wedding, she or he could choose the person who they loved and their parents also could choose the partner for them ( their friends' daughter or son) instead of choosing by themselves. If he crush on and want to marry her, his parents go and talk with her and her parents but they can reject it if she doesn't love him. Sometimes, they had to marry to the person who they didn't love ( when boys touched girls' hand or body with the purpose when they crushed on them) and some couples didn't even love each other even though they had to marry because of their old believing ( If a boy touched a girl and suddenly entered her room, it was a shame and it effected her dignity. That's why boy had to take responsibility and if he didn't take responsibility, she could request compensation from him) and they rarely rejected it ( to protect their dignity from getting bad images around their environment and among their friends).",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","20de7465-c67b-4358-b4f6-842518854d8a",2023-03-24 18:03:29.808,2023-03-24 18:03:29.808
c1e1b825-8eb0-40a6-ad72-6629814ecdbd,"For boys who were from other religions, they could wear plain shirt, Karen shirt and longyi or sarong before and after the wedding , but they had to wear long dress and sarong when they celebrated their wedding if they marry in this village. For boys who were the same religions, they had to wear long dress and sarong during the ceremonies that entering girl's room and the wedding and they could wear only plain shirt and sarong before and after wedding.For girls, they had to change their clothes what long dress to two- outfit parts since boys came and entered their room and they had to wear it the whole of their lives. If they married out side of this village, they could wear whatever they want before, during and after the wedding.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","56258c7b-a6bf-4c78-80e2-310a0b941146",2023-03-24 18:03:29.817,2023-03-24 18:03:29.817
b7be0b1e-c030-47a3-a077-918d79ddddc0,"For boys who are from other religions ( the people who are Buddhist or Christian or Hindu or Muslim or others) they can wear plain shirt, Karen shirt and longyi or sarong before and after the wedding , but they have to wear long dress and sarong when they celebrate their wedding when they marrie in this village. For boys who are the same religions, they have to wear long dress and sarong during the ceremonies that entering girl's room ( every boy must enter girl's room at night time before marriage and to be legal as husband and wife according to ancient tradition) , the wedding and they can wear only plain shirt and sarong before and after wedding. For girls, they have to change their clothes what long dress to two- outfit parts since boys come and entere their room and they have to wear it the whole of their lives. If they marry out side of this village ( the villages or cities or state that not Gone Thar Phaung Village), they can wear whatever they want (the clothes of other ethnicities, religions and foreign if they wanted and prefer)  before, during and after the wedding.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","847c9b44-395d-43d5-90f4-cdea416c4cb1",2023-03-24 18:03:29.827,2023-03-24 18:03:29.827
"59e212ec-a42b-4740-aef7-112bd1c50e52","We could celebrate our weddings in both of our parent's houses. If we didn't want to celebrate it twice, we could choose one of these two sides. If they would like to celebrate wedding ceremonies in Gone Thar Phaung Village, we celebrated wrist tying ceremony for groom and bride and  least three married couples to nine married couples had to tie the threads at their wrists and wish for them. After that, we spent our day happily  by treating the villagers and the people who are we invited in our house and booth. If they would like to marry outside, they could celebrate their weeding without following these traditions.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","31c628a6-63a8-4d48-a32f-8d70ff243b4f",2023-03-24 18:03:29.834,2023-03-24 18:03:29.834
"6cbe2ec2-790b-4efd-80b4-d19544d9f008","We can celebrate our weddings in both of our parent's houses. If we don't want to celebrate it twice, we can choose one of these two sides. If they would like to celebrate wedding ceremonies in Gone Thar Phaung Village, we celebrate wrist tying ceremony for groom and bride and  least three married couples to nine married couples ( choosing those couples that must marry only once in their lives, they must never divorce with their partners and must not have bad images that betraying their partners)   have to tie the threads at their wrists and wish for them ( to be royal couples, to face together and count on each other in every situation in the whole of their lives like them ). After that, we spend our day happily  by feasting ( rice, only vegetarian currys, vegetarian desserts) the villagers and the people who are we invite in our house and booth (built it with bamboos and leaves for the guests to eat and take a rest when a lot of people came in this wedding and there were not enough places to treat the guests in the house). If they would like to marry outside, they can celebrate their wedding without following these traditions.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","14899068-d2be-4cee-9cbc-ab3ae406c473",2023-03-24 18:03:29.844,2023-03-24 18:03:29.844
b1f02e54-e510-49db-8a4f-ffeec63ca084,"Before, we did not have any contract for marring couples to be legal. Parents were the important authorized people for our wedding and for us. It was already legal when both of our parents knew, agree us and  when mainly  the boys came to girl's house and entered her room with permission at night even they hadn't celebrated their wedding yet . Later, we  announced , told to the people who hadn't known step by step by mouths and invited the people  to come our wedding by giving cheroots.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34",a82abf72-d80c-4099-aaef-470ff25f74f8,2023-03-24 18:03:29.852,2023-03-24 18:03:29.852
e242a39f-be6c-4598-90ca-8658ce1e681b,"Before, we did not have any contract ( signing their name on the papers infront of the lawyer or the villages' leaders , their parents and their relatives) for marriage couples to be legal. Parents were the important authorized people ( if they didn't agree and didn't like him , they could reject him and they could call him and his parents in the village leader's house with many authorized people to give compensation for he had done if he had touched her hands or body) for our wedding and for us. It is already legal when both of our parents know, agree us and  when mainly  the boys come to girl's house and enter her room with permission at night even they haven't celebrated their wedding yet . Later, we  announced, told to the people who hadn't known step by step by mouths and invited the people  to come our wedding by giving cheroots ( Burmese traditional cigar and used to use it to invite the guests befor we didn't have any invitation letter).",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34",d4e5888e-1e65-4d2c-890f-6ecb4ff0053c,2023-03-24 18:03:29.863,2023-03-24 18:03:29.863
"44176013-8650-4c2e-802d-5611dd290182","Every boy must enter girl's  room to be wife and husband and we don't limit the people who believe our religion what do not marry to other. They can marry but this couple has to choose one side. If they choose to faith Talah Kone religion, they can stay in this village and they have to marry early as soon as possible because they and their parents can't worship with other people in ceremonies or worship days as long as they don't celebrate the wedding. But, If they stayed outside, their parents could worship with other people even they didn't celebrate their weeding yet.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","47a90be1-6239-43c3-8039-8f6e3aaafb79",2023-03-24 18:03:29.873,2023-03-24 18:03:29.873
"390cc470-f505-4e7c-8bac-178a0a4d48da","Every boy must enter girl's room to be wife and husband ( according to our tradition, the time that after her parents and she accept his proposing and before they celebrate the wedding) we don't limit the people who believe our religion what do not marry to other ( the people who are foreigners and different ethnicities , different traditions and culture with us). They can marry but this couple has to choose one side. If they choose to faith Talah Kone religion, they can stay in this village  and they have to marry early as soon as possible because they and their parents can't worship with other people( if they don't celebrate their wedding and stay in this village) in ceremonies or worship days as long as they don't celebrate the wedding. But, If they stayed outside, their parents can worship (the declinations of their glory wouldn't spread to them ) with other people even they didn't celebrate their wedding yet.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","4ed9ecf1-8c3a-42d1-a044-14c0644d09e2",2023-03-24 18:03:29.882,2023-03-24 18:03:29.882
"080e931c-3156-4874-9ee8-904b48fdd8bf","L’Obom était fabriqué de façon artisanale à base de fines lamelles d’écorces extraites de l’arbre. Ces lamelles étaient trempées dans la rivière afin de les rendre plus tendres et faciles à travailler. Pour les rendre lisses et moins épaisses, l’artisan tapait dessus à l’aide d’un morceau de bois. Elles étaient ensuite étendues au soleil pour s’endurcir et prendre de belles couleurs bois, selon la formation de l'écorce. Le tissu s’entretenait comme tout autre.",true,a016b260-36f6-4535-b20b-ea7af618ffc3,a59fdb1b-20b8-4787-b037-b4c7d063867d,2023-03-24 18:03:29.936,2023-03-24 18:03:29.936
ff3cc2e4-7bf3-4f6a-b0d9-935fda32350e,"La culture de la matière première était à la base de la confection des costumes. L’exploitant semait, entretenait puis récoltait les écorces. Ensuite, le filateur prélevait les lamelles de l’arbre à partir de la peau supérieure et les transformait en fil ou tissu. Au préalable, les lamelles étaient successivement débarrassées de leurs impuretés, peignées, étirées, puis tressées. Le tissage permettait d’obtenir des tissus plus rigides, alors que le maillage offrait un résultat plus souple. ",true,a016b260-36f6-4535-b20b-ea7af618ffc3,d0b19555-f46b-4ea7-96de-ebca0fd8db32,2023-03-24 18:03:29.954,2023-03-24 18:03:29.954
"9da7d1b1-c1ea-4c50-b631-e51d3b895aa4","On pouvait teindre soit la lamelle, soit le tissu, soit le produit fini. L’impression d’un motif etait réalisé à la main. On recouvrait la lamelle d’écorce avec des morceaux de bois et on les fixait à l’aide des pinces, la trempait dans le bain de teinture, rinçait, faisait sécher avant de retirer les morceaux de bois. Le soleil permettait de fixer les teintures naturelles. Plus le tissu était trempé longtemps dans le bain de teinture, plus la couleur obtenue était foncée.",true,a016b260-36f6-4535-b20b-ea7af618ffc3,ad64b9b0-98b5-4b69-b88e-e600fee48bed,2023-03-24 18:03:29.982,2023-03-24 18:03:29.982
"0274616b-2fd0-4ebf-9f12-73e280271375","Avant la couture à proprement parlé, le tissu est préalablement découpé. Les pièces maintenant façonnées, sont prêtes pour l’assemblage. Les derniers détails, tels que la broderie, les étiquettes ou autres enjoliveurs  y sont ensuite apportés. Le style, la forme et les illustrations de nos habits qui permettaient aux vêtements de prendre vie étaient choisis en fonction de la mode à l'époque ou de l'usage du vêtement.",true,a016b260-36f6-4535-b20b-ea7af618ffc3,"33d101aa-6867-4149-99ab-878b2e088115",2023-03-24 18:03:29.992,2023-03-24 18:03:29.992
dc3d0c24-0bc4-4d8d-8a34-88629f2932a8,"Les Bulu réalisaient leur costume avec un tissu traditionnel ancestral appelé OBOM, obtenu à partir d’écorces extraites de différents arbres de notre vaste forêt dense équatoriale et était parfois agrémenté par un mélange de diverses fibres naturelles pour plus d'effets. L'OBOM servait de cache-sexe attaché au niveau des reins et protégeait l'entre-jambes. Les pygmées étaient les premiers à l'utiliser. Ce costume est resté l'apanage des patriarches pour des cérémonies ou rites traditionnels.",true,a016b260-36f6-4535-b20b-ea7af618ffc3,"8d779087-cc37-47a8-9b69-991ed819f398",2023-03-24 18:03:30.004,2023-03-24 18:03:30.004
"40b0e5d2-7023-47bb-a924-7257b57765d6","antes para  coseguir tela para aser la falda sacaban cortesa de un arbol llamado golpeaban alrededoe de palo para que pueda estirar la cortesa  despues cosinan por barrios minutos  despues ponen a secar al aire libre en sol. para conseguir piolas sacaban de shambira la fibra eso se lavan y cosinan para que quite el color de la fibra despues ponen a secar por barrios dia en sol ,despues se ilavan con las manos dando bueltas puesto en la pierna , despues asen piolas para utilisar pasa cuerpo eso cubrian su cuerpo puesto en crus. para la piola de la corea eso sacavan del algodon ilavan dando bueltas con un palito y con sus dedos dando bueltas asi octenian las piolas para la corea que usan los hombres. Arbol de balsa acian los aretes de 24 milimetro en circulo. de befuco acian las coronas con sus tecnicas antiguas dando cruses   y las plumas eran de guacamayo que fueron casados por ellos en la selva amazonica de ecuador. las lanzas hacian de chontaduro tumbavan al arbol de chontaduro para  partir en mitad y media cada troso para hacer  troseavan con machete de metal  luego ivan afilando las puntas y los ganchos  con chuchillos",true,"2d585863-97ad-4543-86cf-d83bcc67e635","6fe2ccaf-8911-49c3-8d1d-41bdf6f0b019",2023-03-24 18:03:30.026,2023-03-24 18:03:30.026
ba421eda-df16-4ab3-ba13-a5fa3b3ba4c8,"elavoraban faldas sacado de cortesa de un arbol. las mujesres usaban faldas para cubrir su parte intimo del cuerpo. y las fibras de shambira ilavan para hacer las piolas para cubrir su cuerpo   ,hombres y mujures usaban. el hilo de algodon usaban para hacer la corea eso amaravan los hombres en punta de testiculo , de las fibras de shambira elavoraban para cubrirse su cuerpo , y la corona acian de cortesa de befuco y con plumas de guacamayo. las lanza fabricaban  de chontaduro de 4.10mtros de lago y de grosor de 35 setimetro. de la balsa hacian los Aretes tanto para hombres y mujeres. y collares acian de fibras de shambiras a mano realisaban las collares.",true,"2d585863-97ad-4543-86cf-d83bcc67e635","5a150c6e-65c0-482f-819a-3b3e0b4db770",2023-03-24 18:03:30.056,2023-03-24 18:03:30.056
d2f5fcf4-2f64-45ad-b16f-13dcc6565759,"nuestro antes pasados nunca utilisaron tinte arteficiles. para conseguir buscaban flores, plantas,semillas, raises de plantas y la cortesa de un arbol. esos eran material prima para  extraer el color que necesitaban. el proceso acian , raspaban la cortesa del arbol  y  las escamas que salia  usaban , despues hervir en una olla  y lo pone los hilos de shambira  para teñir  asen el mismo proceso para teñir todos los colores. despues se mesclan para cambiar del color  y lugo ponen a secar al aire libre en sol. algunas personas??? hoy en dia an dejado de utilisar tintes naturales. por falta de conosimiento de sus atepasados. pero usan tiente arteficiales   que son facil de usar ",true,"2d585863-97ad-4543-86cf-d83bcc67e635","672e0f91-1a66-4a05-a614-076179532d30",2023-03-24 18:03:30.090,2023-03-24 18:03:30.090
"63dd7ca4-7769-43fb-8f2a-a94e76b9f439","En generacion en generacion la forma de vestir y estido de vida. herencia de nuestro antepasados para que no desaparesca nuestra cultura viva .la ilustracion de nuestra vestimenta tradicional reconociendo nuestro contumbres y tradicion. nuestro vestimenta tiene un sinificado, que nosotros somo pueblos que defendemos nuestro territorio. para nuestra generacion de presente por venir y futuro. cada año selebramos dia de creacion de comunidad. para identificar nuestra cultura viva que en generacion en generacion mentenemos nuestra cultura , constumbres y estilo de vida como tradicion nuestra como waorani",true,"2d585863-97ad-4543-86cf-d83bcc67e635","84f55ba3-2a76-4bbd-bf50-481a0d9884b2",2023-03-24 18:03:30.102,2023-03-24 18:03:30.102
ba6e7a71-deae-44f2-bbb9-75ec49ed74b9,"nuestro antes pasados siempre utilisaban. hojas de una plata. y falta elaborada de ñashama y para los hombres piola de algodon que utilisaban para amarar el testiculo ,en la sintura como corea ,todo evento como en danza cultural  , reunios y en eventos de matrimonio llevavan para identificar quien es la persona mas inportante . la pareja que usava todo  es la mas respetada por tribu  , la mujer bien vestida fue la  mujer del hombre cazador. que usaba falta de y la con plumas de guacamayo y resto del  vestimenta como , pasa cuerpo ,brazalete ,collar , arete. las mujeres utilisaban falta que cubria asta rodilla  y pasa cuerpo que utilisaban piolas de shambira puesto en una cruz  en su cuerpo. que se cubria al ceno alas mujeres ,y collar que utilisaban en el cuello anbos hombres y mujeres ,tambien la manillas y coronas. los honbres utilisan corona puesta las plumas por de tras y las mujeres corona puesto de pluma al frente  y asi conocian la diferencia. los hombre tambien utilisaban pasa cuerpo para cubrirse el cuerpo los hombre siempre utilisaban lanzas en enventos como reuniones ,noche cultural , en matrimonio  como seguridad del tribu",true,"2d585863-97ad-4543-86cf-d83bcc67e635","43900fc2-65fb-4d28-bad7-2371c2acb3df",2023-03-24 18:03:30.107,2023-03-24 18:03:30.107
"668ddd9f-7935-4ec0-bbf6-42a1571f7e0c","Before, We made  fabrics and yarns by using cotton. Firstly, We spinned cotton by using the spinning jenny to make yarn. When we got the yarns, we made it to be strong and clean by using rice and coconut cover. When it was strong and clean, we weaved it to be fabrics by using back strap loom.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34",e78431bd-ac5a-4c43-976e-a221089ba775,2023-03-24 18:03:30.155,2023-03-24 18:03:30.155
"6a6ccdd0-7ede-40b4-8e57-4db4a74d2d0a","The buildings which  I lived , it had a lot of floors per a house and it  built by cement, bricks, stones, nails, steels,woods and zinc roofs. But, the people who lived in this community used to build their building by bamboo, woods, leaves, raffias and ropes from trees. For the people who were really rich from this community, they used to use laterite stones for building's foundation.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","332d4983-ffae-4dac-876e-4d86743c1b25",2023-03-24 18:03:30.702,2023-03-24 18:03:30.702
"11e3f6f4-5ecf-48eb-bf1f-f7c486ef02aa","Before (over hundred years),We made  fabrics and yarns by using cotton . Firstly, We spinned cotton ( move the wheel to go around front and behind to produce yarn from cotton) by using the spinning jenny ( the equipment that spinning cotton and building by bamboo or wood) to make yarn. When we got the yarns, we made it to be strong ( not to break easily when we are weaving and sewing) and clean ( to get  better quality of  cotton ) by using rice ( boiled rice with cotton together to be strong and hanging them to dry) and coconut cover ( taking out useless cotton powder when they were dry). When it was strong and clean ( good enough to weave) , we weaved ( we repeated a single yarn by crossing the yarns that  on the loom and  using wood to combine them) it to be fabrics by using back strap loom ( wrapping   the  strap loom  around the back).",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","2d40ba5b-d1e4-4eef-91ea-2b42813e1f3f",2023-03-24 18:03:30.186,2023-03-24 18:03:30.186
"804499ad-c8fc-4aa9-b9f9-29e1921f7227","We used  woven cotton fabrics to make our clothes.For long dresses and blouses, we used needle and yarns to join four breadth fabrics by hands. After that, it became a clothe which had four seams  that front ,behind, left and right. For the longyi, we firstly joined the length of three long pieces' fabrics and we sew its breadth in to cylindrical shape. For sarong, we join two fabrics'breadth.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","1d418da6-7840-4db4-b346-d93c5b4c72ec",2023-03-24 18:03:30.193,2023-03-24 18:03:30.193
"7a642fed-1039-4dea-ae0b-93a7189ca6bc","Before buying dyes, we dyed the fabrics and clothes by using the  liquid of  plants or trees, leaves and flower. We chose them which had the colours that we wanted  and we boiled it. After boiling it, we mixed the yarns, fabrics and clothes with these liquid to get the colours that we want and need.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","740c3eeb-af9b-4e5c-aebe-15ffd9bbe698",2023-03-24 18:03:30.211,2023-03-24 18:03:30.211
e0f2e056-3500-4b72-8edc-30fb2cfe6541,"Before (over hundred years when the period of the village leader’s father and grandmother ) buying dye ( artificial dyes ) , we dyed ( to create and put on beautiful colours ) the fabrics and clothes ( they are making from cotton woven ) by using the  liquid of  plants or trees ( slicing their scales or cutting their roots and boiled it in the pot with water) , leaves and  flower  ( we could make them to dry all if we want to dye later). We chose them (checking their leaves or flowers or scales or roots) which had the colours that we wanted (to get the brighter and different colours for our clothes) and we boiled it. After boiling it (when the water turn to the colour), we mixed the yarns, fabrics and clothes with these liquid to get the colours that we want and need.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34",bb427bb5-16d6-45be-9219-af673da92879,2023-03-24 18:03:30.228,2023-03-24 18:03:30.228
"1ce73527-a86e-450c-b8f9-4f22f0e9c7a4","Before, We adapted the shape and style of our clothes by generation to generation. The illustration of clothes  traditionally had meaning. It represented the things that related to Ta Lah Kone religion, Special events , Karen culture and traditional.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","33f7c393-31b0-4a60-b999-bf83a35968c7",2023-03-24 18:03:30.235,2023-03-24 18:03:30.235
e50a70b6-40d6-4bd9-bf4e-a6ea7a68da3a,"We adapted the shape and style of our clothes by generation to generation (inherit from our ancestors and not to be disappearance). The illustration of clothes traditionally ( following to the ways of our society)  had meaning. It represented the things that related to Ta Lah Kone religion (the things or statues that we worship and honor), Special events (patterning the shapes of the items or ingredients what using in Wrist Tying Ceremony and Fire Festival ), Karen (the largest tribal minority in Myanmar) culture and traditional (the instruments and items using in Karen New Year that falls on the first day of Pyatho in December or January).",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","78b891ea-af71-46a0-9bae-484a2cac0335",2023-03-24 18:03:30.248,2023-03-24 18:03:30.248
"256c433e-a134-47f4-b7f1-6df355541ebc","For the people who get married, they have to wear traditional outfits . It is different that long dress and sarong are for men and blouse and longyi for women. For the people who haven't married, both of boy and girl have to wear dress .We have to wear it everyday and everywhere but we can wear plain shirts when we plant on the farm.",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34",c6ebe65a-194f-4e85-bb49-e15d89705677,2023-03-24 18:03:30.258,2023-03-24 18:03:30.258
"6b1923dc-d088-4cd3-b4ba-7a12da239893","For the people who get married ( become legal relationship with someone  as their husband and wife), they have to wear traditional outfits ( wearing two parts of clothe)  . It is different  that long dress ( the cloth is long and straight till under the knees) and sarong ( the piece of cloth warp at the waist) are for men and blouse and longyi (sew the cloth into a cylindrical shape and wearing at the waist) for women. For the people who are unmarried ( they are available and  have chance to choose and find their partner ), both of boy and girl  have to wear dress ( no sarong and longyi). We have to wear it everyday and everywhere ( not only in Gone Thar Phaung Village but also outside that the places not this village) ,but we can wear plane shirts( no stickers, words and lines) when we plant ( growing vegetables and plants)on the farm ( the places for planting on the  fields or on the hills).",true,"6f458c4d-df13-4235-b3c2-1d9fc9df7e34","23dabc22-e363-4d28-8be9-450ea93ac194",2023-03-24 18:03:30.286,2023-03-24 18:03:30.286
af982e1e-229f-4756-a033-6793e3bca535,"Tous les matériaux étaient recueillis dans la forêt environnante. La toiture était construite à base de feuilles de raphia tissées sur des bambous appelés 'nattes', qu'on attachait au moyen d'une partie aiguille de bois sur une charpente faite à base d'arbustes avec du rotin. Les poteaux et les poutres étaient obtenus en cassant un arbre à l'aide de grosses pierres qu'on frappait le long du tronc après l'avoir abattu. La case était faite de demi mûrs également constitués de nattes. Le sol restait plat et nu. Toutes les jointures de la construction étaient faites par des attaches en rotin.",true,a016b260-36f6-4535-b20b-ea7af618ffc3,"34cf8453-d60e-4aac-a508-32e6fa4b0a45",2023-03-24 18:03:30.330,2023-03-24 18:03:30.330
