"id","languageId","type","token","precision","occurence","isOriginalQualification","qualificationId","createdAt","updatedAt"
"2781f702-1db3-4178-aa39-daddb373f2f8",a016b260-36f6-4535-b20b-ea7af618ffc3,noun,dot,"Composée de : Noix de cola, d’un porc, d’une boîte d'allumette, d’un wisky distillé localement à base de jus de palmier à huile ou de jus de raphia, d’une chèvre destinée à la famille maternelle de la femme, du vin de palme, d’un coupon de tissu pagne, d’une dame Jeanne de vin rouge , d’un gros verre à vin rouge, et d’une somme d'argent symbolique",1,true,"79c313a0-fc09-4f00-900f-486c13e38a15",2023-03-24 18:03:29.422,2023-03-24 18:03:29.422
"7be67571-5b13-4615-a9d4-844cbe121bc2",a016b260-36f6-4535-b20b-ea7af618ffc3,action,acceptée  ,ce qui se traduit pendant la cérémonie par l'acceptation de la somme d'argent symbolique par le chef de famille de la femme,1,true,"3acdd354-7f17-486c-b93b-1b3ab51d12d2",2023-03-24 18:03:29.422,2023-03-24 18:03:29.422
caa6f9f6-4347-402d-a43f-5e5c63457647,a016b260-36f6-4535-b20b-ea7af618ffc3,noun,repas ,"préparé par les femmes du village sous une ambiance festive, animée par des groupes culturels",1,true,"01dd73fb-15f2-40d4-9087-3e48011a49a2",2023-03-24 18:03:29.422,2023-03-24 18:03:29.422
"0977e8f7-817c-4366-9853-1b451b25d3e7",a016b260-36f6-4535-b20b-ea7af618ffc3,noun,père,"étant le chef de famille, et dépositaire de toutes les bénédictions de la famille",1,true,a2d00d52-4079-4470-baed-4352c951d514,2023-03-24 18:03:29.442,2023-03-24 18:03:29.442
"36770caa-50fc-4d65-83e6-d27bbe679456",a016b260-36f6-4535-b20b-ea7af618ffc3,appreciation,prêtres,"et surtout des pasteurs, car de nos jours, la communauté est majoritairement Chrétienne Protestante",1,true,ba7a38b1-87d7-4630-b4a5-4ecd54e2eb95,2023-03-24 18:03:29.442,2023-03-24 18:03:29.442
"46b8f0a3-9427-45b2-a7a1-3c4e899543e1",a016b260-36f6-4535-b20b-ea7af618ffc3,appreciation,femmes,"elle n'avaient aucun mot à dire, ni de choix sur son futur époux, et n'avaient pas le droit de refuser le choix fait par son père",1,true,"50ba3094-5ad4-497b-b991-4f08f9600868",2023-03-24 18:03:29.442,2023-03-24 18:03:29.442
"185e34b3-eb32-4a86-b9c9-0ffec1bf3114",a016b260-36f6-4535-b20b-ea7af618ffc3,noun,bikie,l'argent symbolique,1,true,"3541cf6a-09d4-44d5-bb56-e2731089543a",2023-03-24 18:03:29.442,2023-03-24 18:03:29.442
"4c855ce6-5368-4a1d-b8a2-2a8847e296ef",a016b260-36f6-4535-b20b-ea7af618ffc3,action,servait,mais toujours à la seule décision et désir du père,1,true,d8cd15ae-5182-4de1-a1d1-3cd284e79bb8,2023-03-24 18:03:29.442,2023-03-24 18:03:29.442
db149cf0-3117-4c6e-8c77-e89a44df5fe1,a016b260-36f6-4535-b20b-ea7af618ffc3,appreciation,atouts,"d'ailleurs un dicton reconnu sur l'étendue du territoire dit : ""le bulu peut  avoir les poches vides, mais la bouche est toujours pleine""",1,true,"0a6f6e18-6ad9-4ac1-a287-fd4021a98fde",2023-03-24 18:03:29.467,2023-03-24 18:03:29.467
"1471ebb0-5753-4431-ac7f-cd49739c72f8",a016b260-36f6-4535-b20b-ea7af618ffc3,action,transmettre,"les méthodes, les procédures, les rites, la prise de parole",1,true,af5f451f-ac97-41f9-8b52-ac0260e0508c,2023-03-24 18:03:29.467,2023-03-24 18:03:29.467
"103c1b75-d109-4b81-a907-a13d4fd9b91c",a016b260-36f6-4535-b20b-ea7af618ffc3,noun,mariage,"la dot est devenue très chère car les parents de la femme demandent de très fortes sommes d'argent aux prétendants, et beaucoup d'autres biens",1,true,"4757f1a8-f2c6-437a-a2c6-8f0096e8dce3",2023-03-24 18:03:29.467,2023-03-24 18:03:29.467
ea660c5a-4f41-4c9d-a3ef-2fc189b1443a,a016b260-36f6-4535-b20b-ea7af618ffc3,action,acheter,"généralement les mêmes choses qui sont demandées plusieurs fois au prétendant en plusieurs étapes, et cela s'assimile à doter la même femme plusieurs fois",1,true,"18a700f5-178b-4937-8ff7-986cf7b72a94",2023-03-24 18:03:29.467,2023-03-24 18:03:29.467
"659f8b4e-aeea-45d9-b15d-04cd4ce62172","2d585863-97ad-4543-86cf-d83bcc67e635",action,escoger,para casar a una mujer ) a la pareja primero entrega ( dan de casar a la mujer,1,true,"0fc26184-d1fe-400c-92f4-38b942c9e307",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"07a6f2e3-1b81-4ce8-90fb-b301ff08b483","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,joven ,hombre edad de 19 años,1,true,a27aa165-4100-4eff-bd82-065b35e067cc,2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"08bc1ce0-574c-47ba-99da-c7251bf9c4f7","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,luego,de manera inmediato hacen como un intercambio,1,true,"34440c7f-aac6-4213-aedc-d3ddf246d20d",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
bbee3b59-387b-4db8-a0be-8742c4afa353,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,familiares,los padres del joven y padres de la señorita tios tias sobrinos sus abuelos abuelas vecinos,1,true,"48c123e9-62d4-418e-9fe5-78a07cb13340",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"1459620e-3734-4045-b021-2a7cf81f0dca","2d585863-97ad-4543-86cf-d83bcc67e635",action,entregan,dar que se case con la mujer,1,true,"2acf241b-2eef-451d-85a6-66e7b56e1f28",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"7606181b-095a-408d-9d37-c2e4ee24c1ef","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,hermana,ala hermana menor del joven o ala mayor cuando no hay,1,true,e8dfd2ca-1e5e-434b-918d-54249be362c6,2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
a5e968b9-a235-48a3-9c65-36419b4969e7,"2d585863-97ad-4543-86cf-d83bcc67e635",action,intercambio,cambiarse de hermanas doy mi hermana tu medas atu hermana de eso se trata,1,true,"53ee7737-12c3-4f11-bd01-9361440be094",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
e79474d5-4523-4753-98c2-2d287e259d62,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,aveces,"6 de cada persona",1,true,"79704410-5f9f-48fe-8fab-451d134969a4",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"30ff7ec6-4906-4280-b1dc-8e0259cf848d","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,cercanas,personas que viven del mismo comunidad o vecina mas cercana,1,true,"122139f9-4b22-41ab-b876-95530c5bd3d7",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"70846300-6bbe-4187-a121-54dc998a0b8c","2d585863-97ad-4543-86cf-d83bcc67e635",action,buscan,ver persona correctas o que le gusta asu estilo,1,true,"96e65b36-f76c-4235-8155-c081c0f5c2df",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"7fdc1ab8-fb19-4956-8931-2f12fcf6eac4","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,lejana,persona que vive en otros comunidades,1,true,"2500c1c7-d308-4a79-872a-6cdeb5611f79",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
d44452ff-630a-43e6-b728-94a42aa0fbd4,"2d585863-97ad-4543-86cf-d83bcc67e635",noun,familia,una familia es una pareja que une para vivir unidos,1,true,"552f282c-3a3f-4cb2-a6c0-76f6a8f263b1",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"97d718dd-b1d7-4f70-baea-7cd0afe08179","2d585863-97ad-4543-86cf-d83bcc67e635",noun,territorio,un territorio para nosotro es vida limite que tiene selva,1,true,d0caca45-2257-4436-bcb2-8684d4319f31,2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"7ff98307-e044-4edb-b0a8-734421d11b84","2d585863-97ad-4543-86cf-d83bcc67e635",noun,uyen,cuando hay fiestas sevan a escodidas,1,true,"5ec6ea5f-f11d-478f-a6b4-171d660232e0",2023-03-24 18:03:29.490,2023-03-24 18:03:29.490
"4ce3d11c-598c-42d5-8b9d-cce08390097d","2d585863-97ad-4543-86cf-d83bcc67e635",action,utilisaban,se vestian,1,true,"2d2646c8-a29a-417b-bf34-e63197a598c5",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"832ec50e-c397-45f1-bb1f-e328b0246867","2d585863-97ad-4543-86cf-d83bcc67e635",noun,vestimenta  ,falda de ñachama y para hombres hilo de algodón  y la lanza utilizan siempre en todo,1,true,"022369d3-c99f-441d-b645-d2410d36980f",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
ec058505-d5be-47b8-accc-db1225d1a96b,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,elaborados, los dos padres se visten,1,true,eebfcd25-022e-4134-829e-54d1414031a3,2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"262261fa-ddb6-4abd-9dac-abf0709b09b8","2d585863-97ad-4543-86cf-d83bcc67e635",noun,matrimonio,el evento realisan en casa tipica  de noche con fuego de cadela usan como luz,2,true,"46a3e2e8-b0d8-4dfd-86fd-258caf910704",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"720ab8d8-94d5-4b9f-a336-ea0ea0fdb408","2d585863-97ad-4543-86cf-d83bcc67e635",noun,lanzas,cada hombre va con 5 lanza en hombro y una suelta en otro hombro,1,true,"25b97b26-9323-4f23-9cba-63d18f0abaa4",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"97914015-33ad-4732-a9b7-e9efa7127f45","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,casamiento,"hay barios cantos , canto de union por pareja ,canto de familias alegres etc",1,true,"3666f899-c9da-476f-aae9-5f9684d97ac3",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
f355b85b-b774-4348-bf0f-28506bf726d7,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,tambien, vestidos tal como usan los padres,1,true,"3ceedbd8-7e9c-4c12-9ac2-5a6b0be5bfba",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"7f455ec5-b020-4e57-8f02-2a103653fef0","2d585863-97ad-4543-86cf-d83bcc67e635",noun,elavorados,hechos por sus padres y madres,1,true,"5f4ac6cd-b384-4a99-9147-5cbdac4c90fb",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"681dd697-2094-4fc7-a8f0-aaf8a267e9cf","2d585863-97ad-4543-86cf-d83bcc67e635",noun,plumas," de guacamayo ,lora papagayo",1,true,dc63aa84-bfbf-4b18-911e-bf05363797b8,2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
ea5995bf-3c0d-4b14-9e39-da4a34e7a0f9,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,despues,entre waorani de diferente clanes en territorio,1,true,"1c30044a-506e-4a68-8e67-8dd8c074b132",2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"17332a64-a029-4536-ad6c-3b024efa5d5d","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,occidental ,cada clan vivian en tres partes diferente  .es decir en diferente provincia,1,true,c31de327-2530-40a5-b064-166e6141afe4,2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"24669e16-dbd8-4ef7-8d61-571d8a6a1cf1","2d585863-97ad-4543-86cf-d83bcc67e635",noun,mantaza,asecinar a un pueblo o persona,1,true,e2ffa93c-0f22-48a6-bd13-9399b42fab98,2023-03-24 18:03:29.520,2023-03-24 18:03:29.520
"3269a50f-7e50-4ee6-a54d-bbd70860da1a","2d585863-97ad-4543-86cf-d83bcc67e635",action,celebran,"tomando shicha  de yuca  ,chucula de maduro canto ,danza",1,true,decd543f-c092-459a-943f-8f6fe7affe0a,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"9f4f3310-46ac-4e53-99f0-e5f290fb48a2","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,todos,familiares ,1,true,bda8d43d-e9e4-42ca-ba31-8370fe5a3c08,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"5834e8b2-b205-4763-bd02-11dc8df928c5","2d585863-97ad-4543-86cf-d83bcc67e635",noun,cantan,una persona va cantando primero despues aconpañan en todo canto,1,true,"86d05fb0-7f90-4f75-80d6-adf768002f6e",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
b144ad57-13ae-4ee4-a6b2-4375a4e3a9a9,"2d585863-97ad-4543-86cf-d83bcc67e635",action,trabajo, trabajo en limpiesa  cortar arboles con acha,1,true,bf009def-8198-43dc-bb0e-8dd9eed7b4ec,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"3c4dfe40-4a24-480a-b88d-c9425a13a1f5","2d585863-97ad-4543-86cf-d83bcc67e635",noun,guerra,con otros clanes waorani o tagairi taromenani  pueblo en aislamiento voluntario,1,true,ee38be13-8d38-4518-bed6-7b6ef433950d,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"86718b7d-c6db-4c38-aeb9-3b90dc760dcc","2d585863-97ad-4543-86cf-d83bcc67e635",action,trabajos,es algo que me va dar de alimentar con esfuerso que ago,1,true,"54aa677a-141a-4cc8-a319-9c6a055205b2",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"5ce28b3e-366a-4e62-8656-2498740a0f05","2d585863-97ad-4543-86cf-d83bcc67e635",action,regalan, dar algo valioso o resivir,1,true,"21126f99-2eeb-403c-b961-664aeef468c7",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"07062619-197d-45e9-8889-f08c4dbc855b","2d585863-97ad-4543-86cf-d83bcc67e635",noun,lanzas,material hecho de chontaduro tipo porta bamderas,1,true,"5e93a604-8807-4120-b8bb-1a8c7adaf9bf",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
af622fbc-b4c0-449f-9e07-494fd66b0c06,"2d585863-97ad-4543-86cf-d83bcc67e635",noun,guerra,con otros clanes waorani o tagairi taromenani  pueblo en aislamiento voluntario,1,true,"1fe276e5-87f6-42c5-9172-bd12876b978f",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
e1b4a7dd-4928-4ed0-a34a-a7eb770c39b3,"2d585863-97ad-4543-86cf-d83bcc67e635",noun,coronas,tipo diadema,1,true,"4d8d0ebd-5d12-4b2a-b1d0-46b8c6b9008e",2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"55a28d83-a842-417c-87a6-9eec3e99fca0","2d585863-97ad-4543-86cf-d83bcc67e635",noun,shigras,tipo bolso para huardar cosas ,1,true,fc82ecc3-cb9e-4f3e-a5d7-dae26c82ee99,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
d3673199-d6bf-4bcd-a41c-aa345d49f22b,"2d585863-97ad-4543-86cf-d83bcc67e635",noun,hortigan,"una planta que es para aser dolor ,tambien sirve para quitar dolor en cuerpo",1,true,d26d14bb-3220-4df3-b674-b981989f745f,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
b6142856-b7b9-46c9-b0bf-aef45f31ef60,"2d585863-97ad-4543-86cf-d83bcc67e635",action,castigan,dar golpe con piola de bejuco en los braso de ambos,1,true,d00d2287-ef1e-4bfc-a83d-89af3fce3eef,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
e3886460-e89d-4c0b-950e-b2e30b592327,"2d585863-97ad-4543-86cf-d83bcc67e635",action,para,que no separen que an unido,1,true,c31db8fa-1350-451a-94c5-c5f0a780eec9,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
"5a1dc894-e290-435f-9c89-dd3304fb9453","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,mal,que no moleste a otra mujeres y sean honesto en todo,1,true,cda63e32-de65-41a4-9daa-964d8425dba9,2023-03-24 18:03:29.550,2023-03-24 18:03:29.550
f312504c-31ef-4255-b472-3170ee6da941,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,anciano,de 72 años,1,true,"1766088c-5dec-4cbd-bc3c-a5406383b883",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"91fefd75-f6a8-47cf-9df9-f3413fca2a40","2d585863-97ad-4543-86cf-d83bcc67e635",action,da,entrega a mano del joven,1,true,"196ebf49-89c8-4b8c-9136-528bc200d667",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
d0827c71-2d98-4371-9710-a696b02c4594,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,juntos,viven juntos trabajan juntos,1,true,"6d4114ab-8e7d-4c76-9978-96d3cdde4cf4",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
abe1542a-804d-40bf-8d99-f468cd263b14,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,autoridad,una persona sabia con respeto,1,true,"4cd0ac5e-dc61-4a77-848c-8a5f2f3649e9",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
fffed953-f644-4d5c-8d72-c20825093e97,"2d585863-97ad-4543-86cf-d83bcc67e635",action,superior,que ve todo lo bueno,1,true,"84ce4032-1b92-493c-890b-894a333afa83",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
d08c223c-4ba8-4bfc-b1d4-39db9a4bb1d8,"2d585863-97ad-4543-86cf-d83bcc67e635",action,alejan,salen de sus comunidad,1,true,"6c312450-70b9-4290-a1e4-15b23c82142f",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"9fdb7345-af8d-4656-8b15-60584dc925f3","2d585863-97ad-4543-86cf-d83bcc67e635",noun,hogar,casa o comunidad,1,true,"6f5aea71-2a32-43d7-9dca-074cf725462c",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"28a651a6-efdd-43b2-82ff-1c4a112a5522","2d585863-97ad-4543-86cf-d83bcc67e635",action,unen,formar familia casarse con una mujer,1,true,"1cbd0da6-dae2-4965-95c4-55b041d31a32",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"8dd36fd1-5746-4a9e-bfac-9d1c33cbd2aa","2d585863-97ad-4543-86cf-d83bcc67e635",action,van,"a pie , canoa bus transporte",1,true,"9bbe557b-546b-46bc-8518-9a40553084af",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
b3f43ec7-3c96-478e-b614-f5915517a681,"2d585863-97ad-4543-86cf-d83bcc67e635",noun,fiesta,"en cada año se selebran e cada comunidad por fundacion de poblacion. Asen fiesta . Eso asen en actualidad antes no asian, hay bebidas de shicha ,alchool ,sigarillo algunito consumen droga en actualidad",1,true,"4f6f4d32-69e8-4c07-b46d-ec007ff52a3b",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
edef7441-42dd-4c4b-9ecc-83a109bc3929,"2d585863-97ad-4543-86cf-d83bcc67e635",action,asen,dar de casar alas mujeres a los hombres,1,true,b02a7685-15bf-4283-9256-df859bf7a698,2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
a581f8e3-353d-40c2-9dcc-206d02375b44,"2d585863-97ad-4543-86cf-d83bcc67e635",action,casar,alguno sus propios padres dan de casar y otros dan de casar por que  ven que la pareja esta juntos,3,true,a9c38850-0912-4c78-b46d-d5c38c488171,2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"12d21cc0-2591-45cc-98ce-b9fa0e1dac82","2d585863-97ad-4543-86cf-d83bcc67e635",noun,defensores,"velar por la tierra que no aya mas invasores ,como madederos mineros casadores ilegales",1,true,"6361346d-affe-4cfa-b5a8-898bc4532712",2023-03-24 18:03:29.591,2023-03-24 18:03:29.591
"1fe8b1a6-254f-49df-8bab-50ddf37c0491","2d585863-97ad-4543-86cf-d83bcc67e635",action,pedidos,para tener mujer,1,true,"709e0011-5e5c-4dc2-92eb-65abdc0b1f72",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"133532d4-5319-4e18-b9d5-8f2cd6121f33","2d585863-97ad-4543-86cf-d83bcc67e635",action,intercambiar,dan una mujer y resivir tambien,1,true,"13edfe2f-e99b-4146-96ca-50668935107d",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
aacff8e8-ec74-4f96-b869-f7ef7bc7ef40,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,lejanas,persona de otra comunidad o pueblo,1,true,"034c0f4c-aac4-405a-8672-16ab3d28b506",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
b3ee192f-893a-48f2-b3ba-8f89a19389bc,"2d585863-97ad-4543-86cf-d83bcc67e635",action,octener, para tener,1,true,da0b08bc-9ef9-4e9f-b533-11f41b418887,2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"1d65be1b-7a68-470a-b79b-c2bcdf6b703e","2d585863-97ad-4543-86cf-d83bcc67e635",noun,mantaza,despues de asecinar asus padres,1,true,"0fc2c665-ad60-454b-8871-b3801a46094c",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"9fb15825-37a7-41de-a8b0-154cd234b16a","2d585863-97ad-4543-86cf-d83bcc67e635",noun,lanzas,hecho de chonta duro con punta finas con eso acesinaban,1,true,"57cfe6aa-8c8f-447e-b97e-d291138d8e9b",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
f06896ed-67d4-4123-922e-ecc1d212938a,"2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,madres,alos que vivian sercanas lo mataban,1,true,c909604e-33d5-4a60-869e-f02660582a07,2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"9e2d19be-2f65-4367-8b24-11d615abfe62","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,huerfanas,sin padres ni madres,1,true,"6a015867-5a9e-4475-880e-7d36855321ef",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"18e6792b-57d3-42d5-8b50-5cea0335b078","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,hombre,"30 años en adelante",1,true,"4c5fa0f4-ff0a-4b37-be07-d779d11116cb",2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
f5ab1087-5856-4842-a44b-4542bd330610,"2d585863-97ad-4543-86cf-d83bcc67e635",action,llevar,asu pueblo,1,true,aebc5d95-c64a-4035-b0e9-4b146239a769,2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"0ab5fe49-3bd2-4561-971e-1aa11380254f","2d585863-97ad-4543-86cf-d83bcc67e635",action,convertir,en su pareja,1,true,d7a5d41f-fcf9-4400-8182-2e26323ee7a1,2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
"72aeb746-5004-451f-a7cd-e239aed1ace1","2d585863-97ad-4543-86cf-d83bcc67e635",appreciation,mujeres,unos 10 mujeres,2,true,a0b540c5-9680-43df-b929-6d74494d00fe,2023-03-24 18:03:29.619,2023-03-24 18:03:29.619
